Timestamp,main,Refrigerator,Dish Washer,Microwave,Washer Dryer
2011-04-16 01:59:00-04:00,225.62466,0.5,1.0,2.0,
2011-04-16 02:00:00-04:00,215.499,0.6875,1.0,2.0,
2011-04-16 02:01:00-04:00,224.0345,1.0,1.0,2.0,
2011-04-16 02:02:00-04:00,223.45216,1.0,1.0,2.0,
2011-04-16 02:03:00-04:00,174.06284,0.5625,1.0,2.0,
2011-04-16 02:04:00-04:00,166.745,0.625,1.0,2.0,
2011-04-16 02:05:00-04:00,160.62866,0.6875,1.0,2.0,
2011-04-16 02:06:00-04:00,160.555,0.625,1.0,2.0,
2011-04-16 02:07:00-04:00,194.96683,23.75,1.0,2.0,
2011-04-16 02:08:00-04:00,295.14835,132.6875,1.0625,2.0,
2011-04-16 02:09:00-04:00,285.21667,122.875,1.0,2.0,
2011-04-16 02:10:00-04:00,281.51282,119.4375,1.0,2.0,
2011-04-16 02:11:00-04:00,280.00833,119.25,1.0625,2.0,
2011-04-16 02:12:00-04:00,282.19165,118.333336,1.0,1.2666667,
2011-04-16 02:13:00-04:00,287.0055,117.9375,1.0,1.9375,
2011-04-16 02:14:00-04:00,286.02884,117.75,1.0,1.75,
2011-04-16 02:15:00-04:00,285.83066,117.0625,1.0,1.6875,
2011-04-16 02:16:00-04:00,285.8185,116.5,1.0,1.875,
2011-04-16 02:17:00-04:00,284.65817,116.1875,1.0,1.9375,
2011-04-16 02:18:00-04:00,284.80234,115.6875,1.0,1.4375,
2011-04-16 02:19:00-04:00,283.76016,115.25,1.0,2.0,
2011-04-16 02:20:00-04:00,170.34033,7.625,1.0,2.0,
2011-04-16 02:21:00-04:00,162.309,0.5625,1.0,2.0,
2011-04-16 02:22:00-04:00,161.84,0.6875,1.0,2.0,
2011-04-16 02:23:00-04:00,155.7675,0.46666667,1.0,2.0,
2011-04-16 02:24:00-04:00,155.33966,0.47058824,1.0,2.0,
2011-04-16 02:25:00-04:00,155.5105,0.33333334,1.0,2.0,
2011-04-16 02:26:00-04:00,155.7085,0.375,1.0,2.0,
2011-04-16 02:27:00-04:00,158.21117,0.5,1.0,2.0,
2011-04-16 02:28:00-04:00,162.86833,0.5625,1.0,2.0,
2011-04-16 02:29:00-04:00,161.88817,0.6875,1.0,2.0,
2011-04-16 02:30:00-04:00,162.23183,0.6875,1.0,2.0,
2011-04-16 02:31:00-04:00,162.22917,0.6875,1.0,2.0,
2011-04-16 02:32:00-04:00,161.586,0.5,1.0,2.0,
2011-04-16 02:33:00-04:00,162.0685,0.6875,1.0,2.0,
2011-04-16 02:34:00-04:00,161.80284,0.8,1.0,2.0,
2011-04-16 02:35:00-04:00,156.461,0.6875,1.0,2.0,
2011-04-16 02:36:00-04:00,155.91684,0.25,1.0,2.0,
2011-04-16 02:37:00-04:00,156.46783,0.5,1.0,2.0,
2011-04-16 02:38:00-04:00,156.669,0.6875,1.0,2.0,
2011-04-16 02:39:00-04:00,156.57083,0.75,1.0,2.0,
2011-04-16 02:40:00-04:00,281.468,99.875,1.0,2.0,
2011-04-16 02:41:00-04:00,282.93683,125.333336,1.0,2.0,
2011-04-16 02:42:00-04:00,278.47818,119.625,1.0,1.9375,
2011-04-16 02:43:00-04:00,282.2935,118.5,1.0,2.0,
2011-04-16 02:44:00-04:00,280.42065,117.3125,1.0,2.0,
2011-04-16 02:45:00-04:00,280.16934,117.125,1.0,2.0,
2011-04-16 02:46:00-04:00,279.47134,116.5625,1.0,2.0,
2011-04-16 02:47:00-04:00,279.014,116.375,1.0,2.0,
2011-04-16 02:48:00-04:00,279.536,116.066666,1.0,2.0,
2011-04-16 02:49:00-04:00,276.56467,115.5,1.0,2.0,
2011-04-16 02:50:00-04:00,271.49017,115.5,1.0,2.0,
2011-04-16 02:51:00-04:00,261.307,100.625,1.0,2.0,
2011-04-16 02:52:00-04:00,156.242,0.6875,1.0,2.0,
2011-04-16 02:53:00-04:00,156.42984,0.5625,1.0,2.0,
2011-04-16 02:54:00-04:00,157.24966,0.5,1.0,2.0,
2011-04-16 02:55:00-04:00,167.61684,0.625,1.0,2.0,
2011-04-16 02:56:00-04:00,164.22272,0.53333336,1.0,2.0,
2011-04-16 02:57:00-04:00,164.24884,0.8125,1.0,2.0,
2011-04-16 02:58:00-04:00,164.46434,0.8125,1.0,2.0,
2011-04-16 02:59:00-04:00,164.06033,0.625,1.0,2.0,
2011-04-16 03:00:00-04:00,164.23917,0.375,1.0,2.0,
2011-04-16 03:01:00-04:00,164.24117,0.625,1.0,2.0,
2011-04-16 03:02:00-04:00,163.45517,0.75,1.0,2.0,
2011-04-16 03:03:00-04:00,164.086,0.75,1.0,2.0,
2011-04-16 03:04:00-04:00,162.14583,0.75,1.0,2.0,
2011-04-16 03:05:00-04:00,156.23517,0.625,1.0,2.0,
2011-04-16 03:06:00-04:00,156.387,0.5,1.0,2.0,
2011-04-16 03:07:00-04:00,156.39508,0.4375,1.0,2.0,
2011-04-16 03:08:00-04:00,157.15483,0.75,1.0,2.0,
2011-04-16 03:09:00-04:00,156.7595,0.5625,1.0,2.0,
2011-04-16 03:10:00-04:00,156.81866,0.5625,1.0,2.0,
2011-04-16 03:11:00-04:00,156.54228,0.73333335,1.0,2.0,
2011-04-16 03:12:00-04:00,158.99434,0.73333335,1.0,2.0,
2011-04-16 03:13:00-04:00,197.43333,16.125,1.0,2.0,
2011-04-16 03:14:00-04:00,296.09033,131.625,1.0,2.0,
2011-04-16 03:15:00-04:00,293.902,122.0,1.0625,1.8125,
2011-04-16 03:16:00-04:00,290.1435,118.3125,1.0,1.875,
2011-04-16 03:17:00-04:00,286.7775,117.375,1.0,2.0,
2011-04-16 03:18:00-04:00,289.79016,117.125,1.0,1.625,
2011-04-16 03:19:00-04:00,281.75433,116.9375,1.0,1.875,
2011-04-16 03:20:00-04:00,279.98132,116.5625,1.0,2.0,
2011-04-16 03:21:00-04:00,279.20383,116.25,1.0,2.0,
2011-04-16 03:22:00-04:00,278.5155,115.4,1.0,2.0,
2011-04-16 03:23:00-04:00,278.39758,115.4375,1.0,2.0,
2011-04-16 03:24:00-04:00,277.22662,114.9375,1.0,2.0,
2011-04-16 03:25:00-04:00,218.28734,57.75,1.0,2.0,
2011-04-16 03:26:00-04:00,156.793,0.4375,1.0,2.0,
2011-04-16 03:27:00-04:00,159.88034,0.46666667,1.0,2.0,
2011-04-16 03:28:00-04:00,164.36884,0.5,1.0,2.0,
2011-04-16 03:29:00-04:00,164.35117,0.5,1.0,2.0,
2011-04-16 03:30:00-04:00,164.16533,0.625,1.0,2.0,
2011-04-16 03:31:00-04:00,163.80501,0.625,1.0,2.0,
2011-04-16 03:32:00-04:00,163.51584,0.5,1.0,2.0,
2011-04-16 03:33:00-04:00,163.59633,0.4375,1.0,2.0,
2011-04-16 03:34:00-04:00,163.83234,0.8125,1.0,2.0,
2011-04-16 03:35:00-04:00,157.88,0.625,1.0,2.0,
2011-04-16 03:36:00-04:00,157.41084,0.4375,1.0,2.0,
2011-04-16 03:37:00-04:00,157.39317,0.46666667,1.0,2.0,
2011-04-16 03:38:00-04:00,157.1845,0.625,1.0,2.0,
2011-04-16 03:39:00-04:00,157.96967,0.5,1.0,2.0,
2011-04-16 03:40:00-04:00,157.20203,0.625,1.0,2.0,
2011-04-16 03:41:00-04:00,156.82516,0.8125,1.0,2.0,
2011-04-16 03:42:00-04:00,159.51216,0.75,1.0,2.0,
2011-04-16 03:43:00-04:00,163.88583,0.5625,1.0,2.0,
2011-04-16 03:44:00-04:00,163.85983,0.8125,1.0,2.0,
2011-04-16 03:45:00-04:00,163.328,0.75,1.0,2.0,
2011-04-16 03:46:00-04:00,163.4065,0.75,1.0,2.0,
2011-04-16 03:47:00-04:00,163.76733,0.6875,1.0,2.0,
2011-04-16 03:48:00-04:00,214.80467,34.666668,1.0,2.0,
2011-04-16 03:49:00-04:00,292.61633,129.75,1.0,1.9375,
2011-04-16 03:50:00-04:00,278.02267,120.875,1.0,2.0,
2011-04-16 03:51:00-04:00,274.35266,118.375,1.0,2.0,
2011-04-16 03:52:00-04:00,273.24365,117.86667,1.0,2.0,
2011-04-16 03:53:00-04:00,273.5375,117.1875,1.0,2.0,
2011-04-16 03:54:00-04:00,273.56784,116.6875,1.0625,2.0,
2011-04-16 03:55:00-04:00,287.90433,115.875,1.0,1.9375,
2011-04-16 03:56:00-04:00,280.52066,115.86667,1.0,2.0,
2011-04-16 03:57:00-04:00,279.945,115.5,1.0,2.0,
2011-04-16 03:58:00-04:00,279.73117,115.0625,1.0,2.0,
2011-04-16 03:59:00-04:00,267.45532,100.5,1.0,2.0,
2011-04-16 04:00:00-04:00,164.38217,0.5625,1.0,2.0,
2011-04-16 04:01:00-04:00,164.3595,0.4375,1.0,2.0,
2011-04-16 04:02:00-04:00,163.52817,0.5,1.0,2.0,
2011-04-16 04:03:00-04:00,163.54517,0.6,1.0,2.0,
2011-04-16 04:04:00-04:00,162.92467,0.5,1.0,2.0,
2011-04-16 04:05:00-04:00,157.33583,0.5625,1.0,2.0,
2011-04-16 04:06:00-04:00,157.32716,0.5625,1.0,2.0,
2011-04-16 04:07:00-04:00,157.46916,0.6875,1.0,2.0,
2011-04-16 04:08:00-04:00,157.76416,0.4375,1.0,2.0,
2011-04-16 04:09:00-04:00,158.34767,0.6875,1.0,2.0,
2011-04-16 04:10:00-04:00,157.80783,0.6875,1.0,2.0,
2011-04-16 04:11:00-04:00,157.20833,0.8125,1.0,2.0,
2011-04-16 04:12:00-04:00,160.24367,0.625,1.0,1.875,
2011-04-16 04:13:00-04:00,165.64217,0.8125,1.0,2.0,
2011-04-16 04:14:00-04:00,164.16234,0.6666667,1.0,2.0,
2011-04-16 04:15:00-04:00,164.3017,0.5882353,1.0,2.0,
2011-04-16 04:16:00-04:00,164.70816,0.6,1.0,2.0,
2011-04-16 04:17:00-04:00,164.54483,0.8125,1.0,2.0,
2011-04-16 04:18:00-04:00,165.17717,0.875,1.0,2.0,
2011-04-16 04:19:00-04:00,164.45967,0.75,1.0,2.0,
2011-04-16 04:20:00-04:00,164.87267,0.75,1.0,2.0,
2011-04-16 04:21:00-04:00,164.43333,0.6875,1.0,2.0,
2011-04-16 04:22:00-04:00,164.09134,0.8125,1.0,2.0,
2011-04-16 04:23:00-04:00,160.01384,0.75,1.0,2.0,
2011-04-16 04:24:00-04:00,262.9915,107.5,1.0,2.0,
2011-04-16 04:25:00-04:00,282.60367,124.46667,1.0,2.0,
2011-04-16 04:26:00-04:00,275.69867,119.125,1.0,2.0,
2011-04-16 04:27:00-04:00,277.20166,118.125,1.0,2.0,
2011-04-16 04:28:00-04:00,281.11584,117.4375,1.0,1.9375,
2011-04-16 04:29:00-04:00,280.833,117.0,1.0,2.0,
2011-04-16 04:30:00-04:00,280.30032,116.4375,1.0,2.0,
2011-04-16 04:31:00-04:00,279.888,116.2,1.0,2.0,
2011-04-16 04:32:00-04:00,278.69183,115.5,1.0,2.0,
2011-04-16 04:33:00-04:00,278.5645,115.25,1.0,1.9375,
2011-04-16 04:34:00-04:00,277.63016,114.6875,1.0,2.0,
2011-04-16 04:35:00-04:00,173.37883,14.6875,1.0,2.0,
2011-04-16 04:36:00-04:00,156.57018,0.5625,1.0,2.0,
2011-04-16 04:37:00-04:00,157.693,0.5,1.0,2.0,
2011-04-16 04:38:00-04:00,157.59483,0.6,1.0,2.0,
2011-04-16 04:39:00-04:00,158.0275,0.625,1.0,2.0,
2011-04-16 04:40:00-04:00,157.72917,0.5,1.0,2.0,
2011-04-16 04:41:00-04:00,157.7165,0.5,1.0,2.0,
2011-04-16 04:42:00-04:00,160.51466,0.75,1.0,2.0,
2011-04-16 04:43:00-04:00,164.97717,0.6875,1.0,2.0,
2011-04-16 04:44:00-04:00,163.66283,0.6875,1.0,2.0,
2011-04-16 04:45:00-04:00,163.89284,0.5625,1.0,2.0,
2011-04-16 04:46:00-04:00,163.73283,0.6875,1.0,2.0,
2011-04-16 04:47:00-04:00,163.97417,0.5625,1.0,2.0,
2011-04-16 04:48:00-04:00,164.65266,0.6,1.0,2.0,
2011-04-16 04:49:00-04:00,164.39551,0.75,1.0,2.0,
2011-04-16 04:50:00-04:00,158.58417,0.6875,1.0,2.0,
2011-04-16 04:51:00-04:00,157.49733,0.5625,1.0,2.0,
2011-04-16 04:52:00-04:00,157.1615,0.8125,1.0,2.0,
2011-04-16 04:53:00-04:00,157.5835,0.5625,1.0,2.0,
2011-04-16 04:54:00-04:00,157.756,0.75,1.0,2.0,
2011-04-16 04:55:00-04:00,168.20567,0.8125,1.0,2.0,
2011-04-16 04:56:00-04:00,164.30917,0.625,1.0,2.0,
2011-04-16 04:57:00-04:00,164.489,0.75,1.0,2.0,
2011-04-16 04:58:00-04:00,164.50983,0.875,1.0,2.0,
2011-04-16 04:59:00-04:00,164.3995,0.53333336,1.0,2.0,
2011-04-16 05:00:00-04:00,289.59634,122.1875,1.0,2.0,
2011-04-16 05:01:00-04:00,287.37717,123.5625,1.0,2.0,
2011-04-16 05:02:00-04:00,281.54517,118.4375,1.0,2.0,
2011-04-16 05:03:00-04:00,281.418,118.0625,1.0,2.0,
2011-04-16 05:04:00-04:00,279.70868,117.125,1.0,2.0,
2011-04-16 05:05:00-04:00,273.38718,116.6875,1.0,2.0,
2011-04-16 05:06:00-04:00,273.15167,116.25,1.0,2.0,
2011-04-16 05:07:00-04:00,273.20184,115.86667,1.0,2.0,
2011-04-16 05:08:00-04:00,272.654,115.625,1.0,2.0,
2011-04-16 05:09:00-04:00,272.64383,115.0625,1.0,2.0,
2011-04-16 05:10:00-04:00,240.09433,84.26667,1.0,2.0,
2011-04-16 05:11:00-04:00,157.09334,0.3125,1.0,2.0,
2011-04-16 05:12:00-04:00,159.411,0.625,1.0,2.0,
2011-04-16 05:13:00-04:00,164.81416,0.75,1.0,2.0,
2011-04-16 05:14:00-04:00,164.21933,0.75,1.0,2.0,
2011-04-16 05:15:00-04:00,164.204,0.8125,1.0,2.0,
2011-04-16 05:16:00-04:00,163.56816,0.3125,1.0,2.0,
2011-04-16 05:17:00-04:00,163.86867,0.6875,1.0,2.0,
2011-04-16 05:18:00-04:00,164.24333,0.6666667,1.0,2.0,
2011-04-16 05:19:00-04:00,164.2955,0.5625,1.0,2.0,
2011-04-16 05:20:00-04:00,164.37083,0.75,1.0,2.0,
2011-04-16 05:21:00-04:00,164.69116,0.5625,1.0,2.0,
2011-04-16 05:22:00-04:00,164.52434,0.875,1.0,2.0,
2011-04-16 05:23:00-04:00,159.46933,0.75,1.0,2.0,
2011-04-16 05:24:00-04:00,156.78667,0.75,1.0,2.0,
2011-04-16 05:25:00-04:00,157.25517,0.8125,1.0,2.0,
2011-04-16 05:26:00-04:00,156.97733,0.8125,1.0,2.0,
2011-04-16 05:27:00-04:00,159.42767,0.75,1.0,2.0,
2011-04-16 05:28:00-04:00,164.6385,0.73333335,1.0,2.0,
2011-04-16 05:29:00-04:00,164.69983,0.875,1.0,2.0,
2011-04-16 05:30:00-04:00,164.10916,0.875,1.0,2.0,
2011-04-16 05:31:00-04:00,164.043,0.75,1.0,2.0,
2011-04-16 05:32:00-04:00,163.685,0.875,1.0,2.0,
2011-04-16 05:33:00-04:00,163.75217,0.4375,1.0,2.0,
2011-04-16 05:34:00-04:00,162.902,0.8125,1.0,2.0,
2011-04-16 05:35:00-04:00,155.83067,0.8125,1.0,2.0,
2011-04-16 05:36:00-04:00,213.45367,49.0,1.0,2.0,
2011-04-16 05:37:00-04:00,287.80533,130.1875,1.0,2.0,
2011-04-16 05:38:00-04:00,278.37717,120.6875,1.0,2.0,
2011-04-16 05:39:00-04:00,276.64816,118.6875,1.0625,2.0,
2011-04-16 05:40:00-04:00,274.88467,117.73333,1.0,2.0,
2011-04-16 05:41:00-04:00,274.091,117.25,1.0,2.0,
2011-04-16 05:42:00-04:00,276.15967,116.9375,1.0,1.875,
2011-04-16 05:43:00-04:00,281.3745,116.3125,1.0,2.0,
2011-04-16 05:44:00-04:00,280.639,115.73333,1.0,2.0,
2011-04-16 05:45:00-04:00,279.91467,115.25,1.0,2.0,
2011-04-16 05:46:00-04:00,279.69016,114.94118,1.0,2.0,
2011-04-16 05:47:00-04:00,197.93434,30.933332,1.0,2.0,
2011-04-16 05:48:00-04:00,165.673,0.875,1.0,2.0,
2011-04-16 05:49:00-04:00,165.25333,0.8125,1.0,2.0,
2011-04-16 05:50:00-04:00,157.73967,0.6875,1.0,2.0,
2011-04-16 05:51:00-04:00,157.70383,0.5625,1.0,2.0,
2011-04-16 05:52:00-04:00,157.4635,0.6875,1.0,2.0,
2011-04-16 05:53:00-04:00,156.7715,0.8125,1.0,2.0,
2011-04-16 05:54:00-04:00,156.775,0.75,1.0,2.0,
2011-04-16 05:55:00-04:00,168.05383,0.75,1.0,2.0,
2011-04-16 05:56:00-04:00,164.44966,0.8125,1.0,2.0,
2011-04-16 05:57:00-04:00,164.75084,0.8125,1.0,2.0,
2011-04-16 05:58:00-04:00,164.624,0.75,1.0,2.0,
2011-04-16 05:59:00-04:00,165.14833,0.6666667,1.0,2.0,
2011-04-16 06:00:00-04:00,164.04509,0.8125,1.0,2.0,
2011-04-16 06:01:00-04:00,164.0015,0.875,1.0,2.0,
2011-04-16 06:02:00-04:00,164.63766,0.875,1.0,2.0,
2011-04-16 06:03:00-04:00,164.6455,0.6875,1.0,2.0,
2011-04-16 06:04:00-04:00,160.10083,0.375,1.0,2.0,
2011-04-16 06:05:00-04:00,155.88116,0.6875,1.0,2.0,
2011-04-16 06:06:00-04:00,155.76334,0.8125,1.0,2.0,
2011-04-16 06:07:00-04:00,156.91983,0.8666667,1.0,2.0,
2011-04-16 06:08:00-04:00,156.1905,0.625,0.9375,2.0,
2011-04-16 06:09:00-04:00,156.82417,0.5625,1.0,2.0,
2011-04-16 06:10:00-04:00,156.5815,0.75,1.0,2.0,
2011-04-16 06:11:00-04:00,156.68033,0.6875,1.0,2.0,
2011-04-16 06:12:00-04:00,158.79167,0.6875,1.0,2.0,
2011-04-16 06:13:00-04:00,163.86333,0.5,1.0,2.0,
2011-04-16 06:14:00-04:00,259.136,90.5625,1.0,2.0,
2011-04-16 06:15:00-04:00,554.03265,390.625,2.4375,1.125,
2011-04-16 06:16:00-04:00,574.17633,401.5625,2.75,1.25,
2011-04-16 06:17:00-04:00,577.15234,404.46667,2.4666667,1.6,
2011-04-16 06:18:00-04:00,580.37317,406.5625,2.9375,1.0,
2011-04-16 06:19:00-04:00,581.1155,406.625,2.5,1.75,
2011-04-16 06:20:00-04:00,581.4625,407.1875,2.5,1.6875,
2011-04-16 06:21:00-04:00,581.3815,407.0625,2.6875,1.9375,
2011-04-16 06:22:00-04:00,580.259,406.8125,2.6875,1.5625,
2011-04-16 06:23:00-04:00,573.14,406.5,2.6875,1.875,
2011-04-16 06:24:00-04:00,559.7267,381.0,2.5,1.9375,
2011-04-16 06:25:00-04:00,157.08884,1.0,1.0,2.0,
2011-04-16 06:26:00-04:00,156.8145,1.0625,1.0,2.0,
2011-04-16 06:27:00-04:00,160.3845,1.0,1.0,2.0,
2011-04-16 06:28:00-04:00,165.91516,1.0,1.0,2.0,
2011-04-16 06:29:00-04:00,165.51666,1.0,1.0,2.0,
2011-04-16 06:30:00-04:00,165.74133,1.0,1.0,2.0,
2011-04-16 06:31:00-04:00,165.976,1.0,1.0,2.0,
2011-04-16 06:32:00-04:00,165.87584,1.0,1.0,2.0,
2011-04-16 06:33:00-04:00,165.77167,1.0,1.0,2.0,
2011-04-16 06:34:00-04:00,164.13933,1.0,1.0,2.0,
2011-04-16 06:35:00-04:00,158.72884,1.0,1.0,2.0,
2011-04-16 06:36:00-04:00,158.44566,1.0,1.0,2.0,
2011-04-16 06:37:00-04:00,158.06433,1.0625,1.0,2.0,
2011-04-16 06:38:00-04:00,158.587,1.0,1.0,2.0,
2011-04-16 06:39:00-04:00,293.97083,126.2,1.1333333,2.0,
2011-04-16 06:40:00-04:00,300.792,142.375,1.0,2.0,
2011-04-16 06:41:00-04:00,301.6155,143.1875,1.0,2.0,
2011-04-16 06:42:00-04:00,299.266,139.3125,1.0,1.875,
2011-04-16 06:43:00-04:00,302.15,136.8125,1.0,2.0,
2011-04-16 06:44:00-04:00,299.68918,135.13333,1.0,2.0,
2011-04-16 06:45:00-04:00,298.10034,133.0,1.0,2.0,
2011-04-16 06:46:00-04:00,297.34134,131.5,1.0,2.0,
2011-04-16 06:47:00-04:00,296.52634,130.1875,1.0,2.0,
2011-04-16 06:48:00-04:00,295.9315,130.75,1.0,2.0,
2011-04-16 06:49:00-04:00,293.41367,129.0,1.0,2.0,
2011-04-16 06:50:00-04:00,286.03366,127.3125,1.0,2.0,
2011-04-16 06:51:00-04:00,285.47134,126.46667,1.0,2.0,
2011-04-16 06:52:00-04:00,284.49365,125.75,1.0,2.0,
2011-04-16 06:53:00-04:00,283.50168,125.0,1.0,2.0,
2011-04-16 06:54:00-04:00,282.1905,124.2,1.0,2.0,
2011-04-16 06:55:00-04:00,292.37915,123.625,1.0,2.0,
2011-04-16 06:56:00-04:00,287.66034,122.9375,1.0,2.0,
2011-04-16 06:57:00-04:00,287.063,122.4375,1.0,2.0,
2011-04-16 06:58:00-04:00,287.186,122.0625,1.0,2.0,
2011-04-16 06:59:00-04:00,286.6905,121.2,1.0,2.0,
2011-04-16 07:00:00-04:00,283.45984,121.0625,1.0,2.0,
2011-04-16 07:01:00-04:00,165.0475,0.5625,1.0,2.0,
2011-04-16 07:02:00-04:00,164.66133,0.625,1.0,2.0,
2011-04-16 07:03:00-04:00,164.40733,0.25,1.0,2.0,
2011-04-16 07:04:00-04:00,162.53033,0.6875,1.0,2.0,
2011-04-16 07:05:00-04:00,155.52066,0.4375,1.0,2.0,
2011-04-16 07:06:00-04:00,154.7405,0.3125,1.0,2.0,
2011-04-16 07:07:00-04:00,155.001,0.375,1.0,2.0,
2011-04-16 07:08:00-04:00,154.953,0.5,1.0,2.0,
2011-04-16 07:09:00-04:00,155.796,0.5,1.0,2.0,
2011-04-16 07:10:00-04:00,155.255,0.375,1.0,2.0,
2011-04-16 07:11:00-04:00,155.33717,0.4375,1.0,2.0,
2011-04-16 07:12:00-04:00,158.11533,0.5625,1.0,1.9375,
2011-04-16 07:13:00-04:00,163.5965,0.8125,1.0,2.0,
2011-04-16 07:14:00-04:00,163.83167,0.53333336,1.0,2.0,
2011-04-16 07:15:00-04:00,165.10733,0.75,0.9375,1.9375,
2011-04-16 07:16:00-04:00,162.9235,0.6875,1.0,2.0,
2011-04-16 07:17:00-04:00,162.95534,0.6875,1.0,2.0,
2011-04-16 07:18:00-04:00,162.92334,0.6875,1.0,1.875,
2011-04-16 07:19:00-04:00,164.587,0.75,1.0,2.0,
2011-04-16 07:20:00-04:00,163.88483,0.6666667,1.0,2.0,
2011-04-16 07:21:00-04:00,165.378,0.7647059,1.0,2.0,
2011-04-16 07:22:00-04:00,165.0455,0.625,1.0,2.0,
2011-04-16 07:23:00-04:00,158.35017,0.625,1.0,2.0,
2011-04-16 07:24:00-04:00,281.8745,101.86667,1.0666667,1.9333333,
2011-04-16 07:25:00-04:00,285.7895,127.75,1.0,1.9375,
2011-04-16 07:26:00-04:00,282.12784,123.25,1.0,2.0,
2011-04-16 07:27:00-04:00,284.33865,122.8125,1.0,2.0,
2011-04-16 07:28:00-04:00,287.0835,122.25,1.0625,1.9375,
2011-04-16 07:29:00-04:00,286.02234,121.13333,1.0,2.0,
2011-04-16 07:30:00-04:00,284.86166,120.3125,1.0,2.0,
2011-04-16 07:31:00-04:00,283.2915,119.875,1.0,2.0,
2011-04-16 07:32:00-04:00,281.67932,119.125,1.0,1.75,
2011-04-16 07:33:00-04:00,281.48468,118.6875,1.0,2.0,
2011-04-16 07:34:00-04:00,282.2515,118.0625,1.0,2.0,
2011-04-16 07:35:00-04:00,275.66,117.4375,1.0,1.9375,
2011-04-16 07:36:00-04:00,259.40967,95.375,0.9375,1.9375,
2011-04-16 07:37:00-04:00,158.178,0.4375,1.0,2.0,
2011-04-16 07:38:00-04:00,158.165,0.6875,1.0,2.0,
2011-04-16 07:39:00-04:00,159.24017,0.73333335,1.0,2.0,
2011-04-16 07:40:00-04:00,158.74066,0.75,1.0,2.0,
2011-04-16 07:41:00-04:00,158.77333,0.5625,1.0,2.0,
2011-04-16 07:42:00-04:00,160.872,0.5,1.0,1.875,
2011-04-16 07:43:00-04:00,166.07266,0.9375,1.0,2.0,
2011-04-16 07:44:00-04:00,165.72116,0.6875,1.0,2.0,
2011-04-16 07:45:00-04:00,165.13234,0.75,1.0,2.0,
2011-04-16 07:46:00-04:00,164.98016,0.625,1.0,2.0,
2011-04-16 07:47:00-04:00,164.128,0.6666667,1.0,2.0,
2011-04-16 07:48:00-04:00,164.40666,0.875,1.0,2.0,
2011-04-16 07:49:00-04:00,163.31017,0.5625,1.0,2.0,
