Timestamp,main,Refrigerator,Washer Dryer,Dish Washer,,,,,
2011-04-18 02:49:00-04:00,259.253,161.125,4.0625,0,,,,,
2011-04-18 02:50:00-04:00,258.799,160.8125,4.3125,0.0625,,,,,
2011-04-18 02:51:00-04:00,258.25015,160.25,4.25,0.0625,,,,,
2011-04-18 02:52:00-04:00,257.84683,159.875,4.3125,0,,,,,
2011-04-18 02:53:00-04:00,257.58517,159.4375,4.0625,0.125,,,,,
2011-04-18 02:54:00-04:00,257.28616,159.13333,4.133333,0.13333334,,,,,
2011-04-18 02:55:00-04:00,256.87332,158.9375,4.0625,0.0625,,,,,
2011-04-18 02:56:00-04:00,256.35815,158.1875,4.0625,0,,,,,
2011-04-18 02:57:00-04:00,256.03467,157.8125,4.4375,0,,,,,
2011-04-18 02:58:00-04:00,88.73817,34.75,4.4375,0.0625,,,,,
2011-04-18 02:59:00-04:00,22.694666,6.5625,4.375,0,,,,,
2011-04-18 03:00:00-04:00,22.699833,6.5882354,4.1764708,0.11764706,,,,,
2011-04-18 03:01:00-04:00,22.709166,6.625,4.125,0.0625,,,,,
2011-04-18 03:02:00-04:00,22.723833,6.375,4.125,0.25,,,,,
2011-04-18 03:03:00-04:00,22.728333,6.6875,4.125,0.125,,,,,
2011-04-18 03:04:00-04:00,22.738167,6.3125,4,0.125,,,,,
2011-04-18 03:05:00-04:00,22.7285,6.4375,4,0.125,,,,,
2011-04-18 03:06:00-04:00,22.725334,6.625,4,0.0625,,,,,
2011-04-18 03:07:00-04:00,22.705666,6.5625,4,0.125,,,,,
2011-04-18 03:08:00-04:00,22.704,6.5625,4.0625,0.0625,,,,,
2011-04-18 03:09:00-04:00,22.721333,6.6875,4.1875,0.1875,,,,,
2011-04-18 03:10:00-04:00,22.721666,6.625,4.0625,0,,,,,
2011-04-18 03:11:00-04:00,22.708166,6.125,4.1875,0.1875,,,,,
2011-04-18 03:12:00-04:00,22.717833,6.5625,4.1875,0.0625,,,,,
2011-04-18 03:13:00-04:00,22.7225,6.5,4.125,0.0625,,,,,
2011-04-18 03:14:00-04:00,22.727833,6.5625,4.25,0.125,,,,,
2011-04-18 03:15:00-04:00,22.745,6.5625,4.25,0,,,,,
2011-04-18 03:16:00-04:00,22.753666,6.25,4.3125,0.125,,,,,
2011-04-18 03:17:00-04:00,22.759333,6.1875,4.3125,0.125,,,,,
2011-04-18 03:18:00-04:00,22.755667,6.5,4,0.125,,,,,
2011-04-18 03:19:00-04:00,22.7585,6.3125,4,0,,,,,
2011-04-18 03:20:00-04:00,22.752167,6.875,4.0625,0,,,,,
2011-04-18 03:21:00-04:00,22.747,6.6875,4,0,,,,,
2011-04-18 03:22:00-04:00,22.751667,6.5,4,0.0625,,,,,
2011-04-18 03:23:00-04:00,22.765,6.75,4,0.1875,,,,,
2011-04-18 03:24:00-04:00,22.784,6.5625,4.125,0,,,,,
2011-04-18 03:25:00-04:00,22.782667,6.5,4.125,0.0625,,,,,
2011-04-18 03:26:00-04:00,22.782167,6.6875,4.1875,0,,,,,
2011-04-18 03:27:00-04:00,22.779833,6.25,4.3125,0.0625,,,,,
2011-04-18 03:28:00-04:00,22.776667,6.375,4.1875,0,,,,,
2011-04-18 03:29:00-04:00,22.771833,6.5,4.0625,0.0625,,,,,
2011-04-18 03:30:00-04:00,196.313,128.875,4.0625,0,,,,,
2011-04-18 03:31:00-04:00,269.75333,174.625,4.4375,0.0625,,,,,
2011-04-18 03:32:00-04:00,264.59885,167.6875,4.25,0,,,,,
2011-04-18 03:33:00-04:00,263.17667,165.3125,4.0625,0.125,,,,,
2011-04-18 03:34:00-04:00,262.00034,163.75,4,0,,,,,
2011-04-18 03:35:00-04:00,261.46735,163,4.0625,0.0625,,,,,
2011-04-18 03:36:00-04:00,260.6615,162.625,4,0,,,,,
2011-04-18 03:37:00-04:00,260.267,162.1875,4.125,0.0625,,,,,
2011-04-18 03:38:00-04:00,260.33932,161.5625,4,0.1875,,,,,
2011-04-18 03:39:00-04:00,259.82916,160.8125,4.125,0.0625,,,,,
2011-04-18 03:40:00-04:00,259.19867,160.625,4.0625,0.125,,,,,
2011-04-18 03:41:00-04:00,258.68384,159.1875,4.1875,0.0625,,,,,
2011-04-18 03:42:00-04:00,258.02032,158.9375,4.0625,0.125,,,,,
2011-04-18 03:43:00-04:00,257.65668,158.5625,4.25,0,,,,,
2011-04-18 03:44:00-04:00,257.15433,158,4.3125,0,,,,,
2011-04-18 03:45:00-04:00,256.8763,158.11111,4.111111,0.11111111,,,,,
2011-04-18 03:46:00-04:00,256.75415,157.5625,4.625,0,,,,,
2011-04-18 03:47:00-04:00,256.31033,156.6875,4,0,,,,,
2011-04-18 03:48:00-04:00,256.21365,156.25,4.375,0.1875,,,,,
2011-04-18 03:49:00-04:00,173.77682,99.8125,4.25,0.0625,,,,,
2011-04-18 03:50:00-04:00,22.794834,6.6875,4.375,0.125,,,,,
2011-04-18 03:51:00-04:00,22.782167,6.6875,4.3125,0,,,,,
2011-04-18 03:52:00-04:00,22.805334,6.5625,4.125,0,,,,,
2011-04-18 03:53:00-04:00,22.811666,6.5625,4.0625,0.125,,,,,
2011-04-18 03:54:00-04:00,22.802334,6.4375,4.125,0,,,,,
2011-04-18 03:55:00-04:00,22.797,6.375,4.125,0.0625,,,,,
2011-04-18 03:56:00-04:00,22.783667,6.75,4.5,0,,,,,
2011-04-18 03:57:00-04:00,22.804333,6.625,4.0625,0,,,,,
2011-04-18 03:58:00-04:00,22.799334,6.625,4.4375,0,,,,,
2011-04-18 03:59:00-04:00,22.794666,6.6875,4.25,0,,,,,
2011-04-18 04:00:00-04:00,22.781,6.625,4.375,0.125,,,,,
2011-04-18 04:01:00-04:00,22.7725,6.5625,4.1875,0.0625,,,,,
2011-04-18 04:02:00-04:00,22.769167,6.375,4.0625,0,,,,,
2011-04-18 04:03:00-04:00,22.784166,6.6875,4,0.125,,,,,
2011-04-18 04:04:00-04:00,22.774,6.5,4,0.0625,,,,,
2011-04-18 04:05:00-04:00,22.773,6.5,4,0.125,,,,,
2011-04-18 04:06:00-04:00,22.775833,6.75,4,0,,,,,
2011-04-18 04:07:00-04:00,22.7735,6.75,4.375,0,,,,,
2011-04-18 04:08:00-04:00,22.793,6.875,4.5625,0.0625,,,,,
2011-04-18 04:09:00-04:00,22.7505,6.8125,4.25,0.0625,,,,,
2011-04-18 04:10:00-04:00,22.726334,6.4375,4.0625,0.1875,,,,,
2011-04-18 04:11:00-04:00,22.714333,6.5,4.25,0.0625,,,,,
2011-04-18 04:12:00-04:00,22.699833,6.125,4.0625,0.125,,,,,
2011-04-18 04:13:00-04:00,22.7195,6.4375,4.125,0.0625,,,,,
2011-04-18 04:14:00-04:00,22.718834,6.4,4,0,,,,,
2011-04-18 04:15:00-04:00,22.708834,6.5882354,4,0.1764706,,,,,
2011-04-18 04:16:00-04:00,22.720499,6.6666665,4,0,,,,,
2011-04-18 04:17:00-04:00,22.718,6.6875,4,0,,,,,
2011-04-18 04:18:00-04:00,22.7,6.375,4,0.0625,,,,,
2011-04-18 04:19:00-04:00,22.694332,6.4375,4,0,,,,,
2011-04-18 04:20:00-04:00,22.704,6.375,4,0,,,,,
2011-04-18 04:21:00-04:00,22.718834,6.375,4.0625,0.0625,,,,,
2011-04-18 04:22:00-04:00,238.1475,150.6875,4,0.0625,,,,,
2011-04-18 04:23:00-04:00,268.39667,173.875,4,0.125,,,,,
2011-04-18 04:24:00-04:00,265.77032,170.625,4.0625,0.125,,,,,
2011-04-18 04:25:00-04:00,265.18918,169.8125,4.0625,0,,,,,
2011-04-18 04:26:00-04:00,264.2275,168.5,4.0625,0.0625,,,,,
2011-04-18 04:27:00-04:00,263.71817,167.25,4.125,0.0625,,,,,1255.5625
2011-04-18 04:28:00-04:00,263.139,166.875,4.0625,0.0625,,,,,
2011-04-18 04:29:00-04:00,262.026,165.4375,4.1875,0,,,,,
2011-04-18 04:30:00-04:00,261.18118,164.1875,4,0.0625,,,,,
2011-04-18 04:31:00-04:00,260.58282,163.5,4,0.1875,,,,,
2011-04-18 04:32:00-04:00,259.695,162.875,4,0.0625,,,,,
2011-04-18 04:33:00-04:00,259.07684,161.4375,4,0,,,,,
2011-04-18 04:34:00-04:00,258.56866,161.1875,4,0,,,,,
2011-04-18 04:35:00-04:00,258.17282,160.3125,4,0.125,,,,,
2011-04-18 04:36:00-04:00,257.8025,160.25,4,0.1875,,,,,
2011-04-18 04:37:00-04:00,257.478,159.4375,4,0.1875,,,,,
2011-04-18 04:38:00-04:00,256.98633,159.3125,4,0.0625,,,,,
2011-04-18 04:39:00-04:00,256.367,158.4375,4,0,,,,,
2011-04-18 04:40:00-04:00,256.01184,158.5,4,0.125,,,,,
2011-04-18 04:41:00-04:00,128.1575,63.375,4,0.1875,,,,,
2011-04-18 04:42:00-04:00,22.628666,6.4375,4.0625,0,,,,,
2011-04-18 04:43:00-04:00,22.636667,6.625,4,0.125,,,,,
2011-04-18 04:44:00-04:00,22.629166,6.5625,4,0.0625,,,,,
2011-04-18 04:45:00-04:00,22.616167,6.4375,3.875,0.125,,,,,
2011-04-18 04:46:00-04:00,22.617,6.3125,4,0.125,,,,,
2011-04-18 04:47:00-04:00,22.631332,6.5,3.875,0.0625,,,,,
2011-04-18 04:48:00-04:00,22.626999,6.4666667,4,0,,,,,
2011-04-18 04:49:00-04:00,22.634,6.5625,4,0.125,,,,,
2011-04-18 04:50:00-04:00,22.647833,6.375,4,0.1875,,,,,
2011-04-18 04:51:00-04:00,22.6375,6.25,4,0,,,,,
2011-04-18 04:52:00-04:00,22.605833,6.25,4,0.125,,,,,
2011-04-18 04:53:00-04:00,22.602167,6.5625,4,0,,,,,
2011-04-18 04:54:00-04:00,22.5755,6.25,4,0.1875,,,,,
2011-04-18 04:55:00-04:00,22.572166,6.125,4,0.125,,,,,
2011-04-18 04:56:00-04:00,22.577,6.4375,4,0.125,,,,,
2011-04-18 04:57:00-04:00,22.572666,6.25,3.9375,0.1875,,,,,
2011-04-18 04:58:00-04:00,22.575167,6.25,4,0.0625,,,,,
2011-04-18 04:59:00-04:00,22.569,6.3125,4,0.0625,,,,,
2011-04-18 05:00:00-04:00,22.582666,6.4375,4,0.0625,,,,,
2011-04-18 05:01:00-04:00,22.578833,6.375,4.0625,0.125,,,,,
2011-04-18 05:02:00-04:00,22.5475,6.5,4,0.125,,,,,
2011-04-18 05:03:00-04:00,22.528166,6.375,4,0.125,,,,,
2011-04-18 05:04:00-04:00,22.527834,6.4375,4,0.125,,,,,
2011-04-18 05:05:00-04:00,22.544333,6.3125,4,0.125,,,,,
2011-04-18 05:06:00-04:00,22.657999,6.25,4,0.0625,,,,,
2011-04-18 05:07:00-04:00,22.711666,6.5625,4,0.1875,,,,,
2011-04-18 05:08:00-04:00,22.734667,6.75,4,0.0625,,,,,
2011-04-18 05:09:00-04:00,22.842667,6.625,4,0.125,,,,,
2011-04-18 05:10:00-04:00,22.870167,6.75,4,0,,,,,
2011-04-18 05:11:00-04:00,22.877167,6.625,4,0,,,,,
2011-04-18 05:12:00-04:00,22.867332,6.5625,4,0.1875,,,,,
2011-04-18 05:13:00-04:00,22.889668,6.8125,4,0.0625,,,,,
2011-04-18 05:14:00-04:00,222.85483,138.4375,4,0,,,,,
2011-04-18 05:15:00-04:00,271.52933,174.125,4,0.0625,,,,,
2011-04-18 05:16:00-04:00,267.5255,169.1875,4,0,,,,,
2011-04-18 05:17:00-04:00,266.50516,168.25,4.0625,0.125,,,,,
2011-04-18 05:18:00-04:00,265.493,167.9375,4,0,,,,,
2011-04-18 05:19:00-04:00,264.14282,166.1875,4,0,,,,,
2011-04-18 05:20:00-04:00,263.05,164.875,4,0.0625,,,,,
2011-04-18 05:21:00-04:00,262.4445,164.0625,3.9375,0,,,,,
2011-04-18 05:22:00-04:00,262.02615,163.6875,4,0.0625,,,,,
2011-04-18 05:23:00-04:00,261.60767,163.125,4,0.0625,,,,,
2011-04-18 05:24:00-04:00,261.19467,162.25,4,0.125,,,,,
2011-04-18 05:25:00-04:00,260.67984,161.5,4,0,,,,,
2011-04-18 05:26:00-04:00,260.17117,160.0625,4.0625,0.0625,,,,,
2011-04-18 05:27:00-04:00,259.15982,159.46666,4,0,,,,,
2011-04-18 05:28:00-04:00,258.71817,158.8125,4,0.25,,,,,
2011-04-18 05:29:00-04:00,258.44482,158.9375,4,0.0625,,,,,
2011-04-18 05:30:00-04:00,258.13434,158.625,4,0.0625,,,,,
2011-04-18 05:31:00-04:00,257.56284,159,4,0,,,,,
2011-04-18 05:32:00-04:00,205.69717,120.0625,4,0,,,,,
2011-04-18 05:33:00-04:00,22.765,6.625,4,0.0625,,,,,
2011-04-18 05:34:00-04:00,22.764668,6.3125,4,0.0625,,,,,
2011-04-18 05:35:00-04:00,22.779167,6.4375,4,0.1875,,,,,
2011-04-18 05:36:00-04:00,22.774,6.6875,4,0.1875,,,,,
2011-04-18 05:37:00-04:00,22.766,6.5,4,0.125,,,,,
2011-04-18 05:38:00-04:00,22.7265,6.5,4,0,,,,,
2011-04-18 05:39:00-04:00,22.696167,6.3125,3.9375,0.125,,,,,
2011-04-18 05:40:00-04:00,22.661833,6.25,3.9375,0.125,,,,,
2011-04-18 05:41:00-04:00,22.654833,6.375,4,0,,,,,
2011-04-18 05:42:00-04:00,22.653833,6.4375,4,0.1875,,,,,
2011-04-18 05:43:00-04:00,22.6785,6.5,3.875,0.125,,,,,
2011-04-18 05:44:00-04:00,22.662167,6.3125,3.9375,0.125,,,,,
2011-04-18 05:45:00-04:00,22.669666,6.5625,4,0.1875,,,,,
2011-04-18 05:46:00-04:00,22.681667,6.25,4,0.0625,,,,,
2011-04-18 05:47:00-04:00,22.666166,6.5625,4,0.25,,,,,
2011-04-18 05:48:00-04:00,22.6505,6.5,4,0.125,,,,,
2011-04-18 05:49:00-04:00,22.660833,6.5,4,0.0625,,,,,
2011-04-18 05:50:00-04:00,22.655333,6.375,4,0.0625,,,,,
2011-04-18 05:51:00-04:00,22.638834,6.4375,3.9375,0.1875,,,,,
2011-04-18 05:52:00-04:00,22.677166,6.375,4,0.0625,,,,,
2011-04-18 05:53:00-04:00,22.675667,6.375,3.9375,0.1875,,,,,
2011-04-18 05:54:00-04:00,22.653833,6.6875,3.8125,0.125,,,,,
2011-04-18 05:55:00-04:00,22.64,6.375,3.9375,0.0625,,,,,
2011-04-18 05:56:00-04:00,22.601,6.1875,4,0.125,,,,,
2011-04-18 05:57:00-04:00,22.596333,6.75,4,0.0625,,,,,
2011-04-18 05:58:00-04:00,22.623,6.4375,4,0.125,,,,,
2011-04-18 05:59:00-04:00,22.633667,6.4375,4,0,,,,,
2011-04-18 06:00:00-04:00,22.626833,6.3125,4,0.125,,,,,
2011-04-18 06:01:00-04:00,22.614334,6.6,4,0.13333334,,,,,
2011-04-18 06:02:00-04:00,22.596167,6.25,4,0.1875,,,,,
2011-04-18 06:03:00-04:00,22.580667,6.25,4,0.125,,,,,
2011-04-18 06:04:00-04:00,22.578167,6.375,4,0.125,,,,,
2011-04-18 06:05:00-04:00,22.551332,6.375,4,0.0625,,,,,
2011-04-18 06:06:00-04:00,279.97183,170.625,4,0,,,,,
2011-04-18 06:07:00-04:00,266.09784,173,4,0,,,,,
2011-04-18 06:08:00-04:00,263.356,169,4,0.0625,,,,,
2011-04-18 06:09:00-04:00,262.84082,168.25,4,0.0625,,,,,
2011-04-18 06:10:00-04:00,261.64532,166.8125,4,0.1875,,,,,
2011-04-18 06:11:00-04:00,260.83017,166.125,3.8125,0,,,,,
2011-04-18 06:12:00-04:00,259.87933,165.3125,4,0.0625,,,,,
2011-04-18 06:13:00-04:00,259.09982,164.1875,4,0.25,,,,,
2011-04-18 06:14:00-04:00,258.487,163.5,4,0,,,,,
2011-04-18 06:15:00-04:00,258.1315,163,3.9375,0,,,,,
2011-04-18 06:16:00-04:00,257.38983,162,3.875,0,,,,,
2011-04-18 06:17:00-04:00,256.31418,161.1875,3.9375,0.1875,,,,,
2011-04-18 06:18:00-04:00,255.17033,159.5,3.4375,0.0625,,,,,
2011-04-18 06:19:00-04:00,254.83884,159.0625,3.5,0.1875,,,,,
2011-04-18 06:20:00-04:00,254.2445,157.9375,3.25,0,,,,,
2011-04-18 06:21:00-04:00,254.3495,157.5,3.375,0.0625,,,,,
2011-04-18 06:22:00-04:00,254.37717,157.5,3.625,0,,,,,
2011-04-18 06:23:00-04:00,254.2505,157,3.8125,0,,,,,
2011-04-18 06:24:00-04:00,76.37334,25.375,4,0.125,,,,,
2011-04-18 06:25:00-04:00,22.603333,6.5,4,0.125,,,,,
2011-04-18 06:26:00-04:00,22.6295,6.375,3.9375,0.125,,,,,
2011-04-18 06:27:00-04:00,22.656334,6.5,4,0,,,,,
2011-04-18 06:28:00-04:00,22.657,6.3125,4,0.125,,,,,
2011-04-18 06:29:00-04:00,22.628,6.3125,3.9375,0.1875,,,,,
2011-04-18 06:30:00-04:00,22.6465,6.4,4,0.2,,,,,
2011-04-18 06:31:00-04:00,22.648834,6.4375,3.9375,0.125,,,,,
2011-04-18 06:32:00-04:00,22.656166,6.25,3.9375,0.125,,,,,
2011-04-18 06:33:00-04:00,22.631166,6.5625,3.875,0.0625,,,,,
2011-04-18 06:34:00-04:00,22.6055,6.4375,3.875,0,,,,,
2011-04-18 06:35:00-04:00,22.611334,6.3125,3.875,0.125,,,,,
2011-04-18 06:36:00-04:00,22.609,6.25,3.75,0.3125,,,,,
2011-04-18 06:37:00-04:00,22.6275,6.6875,4,0.125,,,,,
2011-04-18 06:38:00-04:00,22.618,6.5625,3.875,0.125,,,,,
2011-04-18 06:39:00-04:00,22.605667,6.5,3.875,0.1875,,,,,
2011-04-18 06:40:00-04:00,22.610666,6.4375,3.9375,0.125,,,,,
2011-04-18 06:41:00-04:00,22.586166,6.4375,3.875,0.1875,,,,,
2011-04-18 06:42:00-04:00,22.5605,6.5,4,0.1875,,,,,
2011-04-18 06:43:00-04:00,22.545334,6.25,3.6875,0.125,,,,,
2011-04-18 06:44:00-04:00,22.509167,6.25,3.75,0.1875,,,,,
2011-04-18 06:45:00-04:00,22.503334,6.4375,3.6875,0.1875,,,,,
2011-04-18 06:46:00-04:00,22.514166,6.3125,3.8125,0.125,,,,,
2011-04-18 06:47:00-04:00,22.5195,6.5,3.8125,0.0625,,,,,
2011-04-18 06:48:00-04:00,22.538834,6.5,3.4375,0.125,,,,,
2011-04-18 06:49:00-04:00,22.5405,6.125,3.8125,0.125,,,,,
2011-04-18 06:50:00-04:00,22.574501,6.1875,3.75,0.0625,,,,,
2011-04-18 06:51:00-04:00,22.5705,6.3125,3.375,0.0625,,,,,
2011-04-18 06:52:00-04:00,22.564833,6.3125,3.625,0.0625,,,,,
2011-04-18 06:53:00-04:00,22.572,6.1875,3.6875,0.125,,,,,
2011-04-18 06:54:00-04:00,22.574667,6.4375,3.75,0.0625,,,,,
2011-04-18 06:55:00-04:00,22.5705,6.1875,3.6875,0.0625,,,,,
2011-04-18 06:56:00-04:00,22.562334,6.4375,3.75,0.0625,,,,,
2011-04-18 06:57:00-04:00,22.551332,6.266667,3.8666666,0.06666667,,,,,
2011-04-18 06:58:00-04:00,245.15984,162.3125,3.875,0.0625,,,,,
2011-04-18 06:59:00-04:00,265.26382,171.3125,3.75,0,,,,,
2011-04-18 07:00:00-04:00,261.4685,166.3125,3.625,0.125,,,,,
2011-04-18 07:01:00-04:00,259.903,163.8125,3.8125,0.125,,,,,
2011-04-18 07:02:00-04:00,258.8945,162.9375,3.875,0.125,,,,,
2011-04-18 07:03:00-04:00,257.66785,162.8125,3.4375,0.0625,,,,,
2011-04-18 07:04:00-04:00,256.77817,161.86667,3.4666667,0,,,,,
2011-04-18 07:05:00-04:00,255.68384,161.25,3.3125,0,,,,,
2011-04-18 07:06:00-04:00,254.783,159.8125,3.25,0,,,,,
2011-04-18 07:07:00-04:00,254.93117,159.6875,3.5,0.0625,,,,,
2011-04-18 07:08:00-04:00,253.6135,158.125,3.25,0,,,,,
2011-04-18 07:09:00-04:00,253.81183,158.5625,3.25,0,,,,,
2011-04-18 07:10:00-04:00,256.69785,161.8125,3.1875,0.125,,,,,
2011-04-18 07:11:00-04:00,255.43517,159.625,3.125,0,,,,,
2011-04-18 07:12:00-04:00,254.55167,157.625,3.125,0,,,,,
2011-04-18 07:13:00-04:00,254.18533,157.3125,3.625,0.0625,,,,,
2011-04-18 07:14:00-04:00,253.601,157.13333,3.5333333,0,,,,,
2011-04-18 07:15:00-04:00,253.43716,156.625,3.6875,0.0625,,,,,
2011-04-18 07:16:00-04:00,67.929665,25.125,3.5625,0,,,,,
2011-04-18 07:17:00-04:00,22.482,6.0625,3.4375,0.125,,,,,
2011-04-18 07:18:00-04:00,22.497667,6.4375,3.6875,0.1875,,,,,
2011-04-18 07:19:00-04:00,22.4765,6.375,3.4375,0.0625,,,,,
2011-04-18 07:20:00-04:00,22.473667,6.375,3.1875,0.0625,,,,,
2011-04-18 07:21:00-04:00,22.475166,6.25,3.125,0,,,,,
2011-04-18 07:22:00-04:00,22.481667,6.125,3.5625,0.0625,,,,,
2011-04-18 07:23:00-04:00,22.451834,6.6,3.1333334,0,,,,,
2011-04-18 07:24:00-04:00,22.446667,6.25,3.0625,0.1875,,,,,
2011-04-18 07:25:00-04:00,22.449167,6.1875,3.0625,0,,,,,
2011-04-18 07:26:00-04:00,22.4445,6.25,3,0.0625,,,,,
