Timestamp,main,Refrigerator,Dish Washer,Microwave
2011-04-17 22:22:00-04:00,,,,
2011-04-17 22:23:00-04:00,,,,
2011-04-17 22:24:00-04:00,,,,
2011-04-17 22:25:00-04:00,,,,
2011-04-17 22:26:00-04:00,,,,
2011-04-17 22:27:00-04:00,,,,
2011-04-17 22:28:00-04:00,,,,
2011-04-17 22:29:00-04:00,,,,
2011-04-17 22:30:00-04:00,,,,
2011-04-17 22:31:00-04:00,,,,
2011-04-17 22:32:00-04:00,,,,
2011-04-17 22:33:00-04:00,,,,
2011-04-17 22:34:00-04:00,,,,
2011-04-17 22:35:00-04:00,,,,
2011-04-17 22:36:00-04:00,,,,
2011-04-17 22:37:00-04:00,,,,
2011-04-17 22:38:00-04:00,,,,
2011-04-17 22:39:00-04:00,,,,
2011-04-17 22:40:00-04:00,,,,
2011-04-17 22:41:00-04:00,,,,
2011-04-17 22:42:00-04:00,,,,
2011-04-17 22:43:00-04:00,,,,
2011-04-17 22:44:00-04:00,,,,
2011-04-17 22:45:00-04:00,,,,
2011-04-17 22:46:00-04:00,,,,
2011-04-17 22:47:00-04:00,,,,
2011-04-17 22:48:00-04:00,,,,
2011-04-17 22:49:00-04:00,,,,
2011-04-17 22:50:00-04:00,,,,
2011-04-17 22:51:00-04:00,,,,
2011-04-17 22:52:00-04:00,,,,
2011-04-17 22:53:00-04:00,,,,
2011-04-17 22:54:00-04:00,,,,
2011-04-17 22:55:00-04:00,,,,
2011-04-17 22:56:00-04:00,,,,
2011-04-17 22:57:00-04:00,,,,
2011-04-17 22:58:00-04:00,,,,
2011-04-17 22:59:00-04:00,,,,
2011-04-17 23:00:00-04:00,,,,
2011-04-17 23:01:00-04:00,,,,
2011-04-17 23:02:00-04:00,,,,
2011-04-17 23:03:00-04:00,,,,
2011-04-17 23:04:00-04:00,,,,
2011-04-17 23:05:00-04:00,,,,
2011-04-17 23:06:00-04:00,,,,
2011-04-17 23:07:00-04:00,,,,
2011-04-17 23:08:00-04:00,,,,
2011-04-17 23:09:00-04:00,457.04333,,,
2011-04-17 23:10:00-04:00,,,,
2011-04-17 23:11:00-04:00,,,,
2011-04-17 23:12:00-04:00,,,,
2011-04-17 23:13:00-04:00,,,,
2011-04-17 23:14:00-04:00,,,,
2011-04-17 23:15:00-04:00,449.35556,,,
2011-04-17 23:16:00-04:00,,,,
2011-04-17 23:17:00-04:00,,,,
2011-04-17 23:18:00-04:00,,,,
2011-04-17 23:19:00-04:00,,,,
2011-04-17 23:20:00-04:00,,,,
2011-04-17 23:21:00-04:00,,,,
2011-04-17 23:22:00-04:00,,,,
2011-04-17 23:23:00-04:00,,,,
2011-04-17 23:24:00-04:00,,,,
2011-04-17 23:25:00-04:00,,,,
2011-04-17 23:26:00-04:00,,,,
2011-04-17 23:27:00-04:00,,,,
2011-04-17 23:28:00-04:00,,,,
2011-04-17 23:29:00-04:00,,,,
2011-04-17 23:30:00-04:00,57.863335,,,
2011-04-17 23:31:00-04:00,57.84773,,,
2011-04-17 23:32:00-04:00,,,,
2011-04-17 23:33:00-04:00,,,,
2011-04-17 23:34:00-04:00,,,,
2011-04-17 23:35:00-04:00,,,,
2011-04-17 23:36:00-04:00,,,,
2011-04-17 23:37:00-04:00,,,,
2011-04-17 23:38:00-04:00,,,,
2011-04-17 23:39:00-04:00,,,,
2011-04-17 23:40:00-04:00,,,,
2011-04-17 23:41:00-04:00,,,,
2011-04-17 23:42:00-04:00,57.498333,,,
2011-04-17 23:43:00-04:00,57.58,,,
2011-04-17 23:44:00-04:00,,,,
2011-04-17 23:45:00-04:00,,,,
2011-04-17 23:46:00-04:00,,,,
2011-04-17 23:47:00-04:00,,,,
2011-04-17 23:48:00-04:00,,,,
2011-04-17 23:49:00-04:00,,,,
2011-04-17 23:50:00-04:00,,,,
2011-04-17 23:51:00-04:00,,,,
2011-04-17 23:52:00-04:00,,,,
2011-04-17 23:53:00-04:00,,,,
2011-04-17 23:54:00-04:00,,,,
2011-04-17 23:55:00-04:00,,,,
2011-04-17 23:56:00-04:00,,,,
2011-04-17 23:57:00-04:00,,,,
2011-04-17 23:58:00-04:00,,,,
2011-04-17 23:59:00-04:00,,,,
2011-04-18 00:00:00-04:00,291.89856,,,
2011-04-18 00:01:00-04:00,291.5,,,
2011-04-18 00:02:00-04:00,,,,
2011-04-18 00:03:00-04:00,,,,
2011-04-18 00:04:00-04:00,,,,
2011-04-18 00:05:00-04:00,,,,
2011-04-18 00:06:00-04:00,,,,
2011-04-18 00:07:00-04:00,,,,
2011-04-18 00:08:00-04:00,,,,
2011-04-18 00:09:00-04:00,273.67963,,,
2011-04-18 00:10:00-04:00,273.60184,,,
2011-04-18 00:11:00-04:00,273.006,,,
2011-04-18 00:12:00-04:00,272.336,,,
2011-04-18 00:13:00-04:00,272.27118,,,
2011-04-18 00:14:00-04:00,271.98184,,,
2011-04-18 00:15:00-04:00,271.67368,,,
2011-04-18 00:16:00-04:00,271.57666,,,
2011-04-18 00:17:00-04:00,271.4425,,,
2011-04-18 00:18:00-04:00,271.48117,,,
2011-04-18 00:19:00-04:00,271.63367,,,
2011-04-18 00:20:00-04:00,271.44232,,,
2011-04-18 00:21:00-04:00,271.23383,,,
2011-04-18 00:22:00-04:00,221.1675,,,
2011-04-18 00:23:00-04:00,38.553833,,,
2011-04-18 00:24:00-04:00,38.58383,,,
2011-04-18 00:25:00-04:00,38.5505,,,
2011-04-18 00:26:00-04:00,38.463165,,,
2011-04-18 00:27:00-04:00,38.403,,,
2011-04-18 00:28:00-04:00,38.3295,,,
2011-04-18 00:29:00-04:00,38.396,,,
2011-04-18 00:30:00-04:00,38.334167,,,
2011-04-18 00:31:00-04:00,38.277832,,,
2011-04-18 00:32:00-04:00,38.2155,,,
2011-04-18 00:33:00-04:00,38.310333,,,
2011-04-18 00:34:00-04:00,38.300667,,,
2011-04-18 00:35:00-04:00,38.3485,,,
2011-04-18 00:36:00-04:00,38.430332,,,
2011-04-18 00:37:00-04:00,38.435333,,,
2011-04-18 00:38:00-04:00,38.350166,,,
2011-04-18 00:39:00-04:00,38.442,,,
2011-04-18 00:40:00-04:00,38.401,,,
2011-04-18 00:41:00-04:00,38.362,,,
2011-04-18 00:42:00-04:00,38.289833,,,
2011-04-18 00:43:00-04:00,38.346333,,,
2011-04-18 00:44:00-04:00,38.370667,,,
2011-04-18 00:45:00-04:00,38.39,,,
2011-04-18 00:46:00-04:00,38.3945,,,
2011-04-18 00:47:00-04:00,38.442165,,,
2011-04-18 00:48:00-04:00,38.3695,,,
2011-04-18 00:49:00-04:00,38.449333,,,
2011-04-18 00:50:00-04:00,38.38233,,,
2011-04-18 00:51:00-04:00,38.37,,,
2011-04-18 00:52:00-04:00,38.2895,,,
2011-04-18 00:53:00-04:00,89.87417,,,
2011-04-18 00:54:00-04:00,289.046,,,
2011-04-18 00:55:00-04:00,280.56882,,,
2011-04-18 00:56:00-04:00,278.5245,,,
2011-04-18 00:57:00-04:00,278.26898,,,
2011-04-18 00:58:00-04:00,277.81284,,,
2011-04-18 00:59:00-04:00,277.22784,,,
2011-04-18 01:00:00-04:00,276.401,,,
2011-04-18 01:01:00-04:00,275.65234,,,
2011-04-18 01:02:00-04:00,274.98,,,
2011-04-18 01:03:00-04:00,274.7695,,,
2011-04-18 01:04:00-04:00,274.17334,,,
2011-04-18 01:05:00-04:00,273.6505,,,
2011-04-18 01:06:00-04:00,273.078,,,
2011-04-18 01:07:00-04:00,272.86368,,,
2011-04-18 01:08:00-04:00,272.48218,,,
2011-04-18 01:09:00-04:00,272.18433,,,
2011-04-18 01:10:00-04:00,271.8095,,,
2011-04-18 01:11:00-04:00,271.21417,,,
2011-04-18 01:12:00-04:00,270.58432,,,
2011-04-18 01:13:00-04:00,270.56033,,,
2011-04-18 01:14:00-04:00,268.13617,,,
2011-04-18 01:15:00-04:00,38.235332,,,
2011-04-18 01:16:00-04:00,38.281834,,,
2011-04-18 01:17:00-04:00,38.2185,,,
2011-04-18 01:18:00-04:00,38.173,,,
2011-04-18 01:19:00-04:00,38.249,,,
2011-04-18 01:20:00-04:00,38.206333,,,
2011-04-18 01:21:00-04:00,38.258705,,,
2011-04-18 01:22:00-04:00,38.227367,,,
2011-04-18 01:23:00-04:00,38.262833,,,
2011-04-18 01:24:00-04:00,38.309166,,,
2011-04-18 01:25:00-04:00,38.276833,,,
2011-04-18 01:26:00-04:00,38.282166,,,
2011-04-18 01:27:00-04:00,38.311165,,,
2011-04-18 01:28:00-04:00,38.262833,,,
2011-04-18 01:29:00-04:00,38.385456,,,
2011-04-18 01:30:00-04:00,,,,
2011-04-18 01:31:00-04:00,38.3025,6.25,0.5,4.25
2011-04-18 01:32:00-04:00,38.232666,6.3076925,0.23076923,4.1538463
2011-04-18 01:33:00-04:00,38.31333,6.3125,0.1875,4.125
2011-04-18 01:34:00-04:00,38.285,6.5,0.0625,4.0625
2011-04-18 01:35:00-04:00,38.259167,6.5,0,4.1875
2011-04-18 01:36:00-04:00,38.286167,6.5,0.0625,4.0625
2011-04-18 01:37:00-04:00,38.35,6.5,0.0625,4.1875
2011-04-18 01:38:00-04:00,38.362167,6.4375,0.0625,4.0625
2011-04-18 01:39:00-04:00,38.4515,6.3125,0.0625,4.1875
2011-04-18 01:40:00-04:00,38.419666,6.5,0,4.1875
2011-04-18 01:41:00-04:00,38.3825,6.25,0.0625,4
2011-04-18 01:42:00-04:00,38.28533,6.4375,0.125,4.1875
2011-04-18 01:43:00-04:00,38.426,6.4666667,0.06666667,4.0666666
2011-04-18 01:44:00-04:00,38.408333,6.3125,0.0625,4.125
2011-04-18 01:45:00-04:00,38.3965,6.25,0.125,4.1875
2011-04-18 01:46:00-04:00,161.10466,84.625,0.125,4.4375
2011-04-18 01:47:00-04:00,287.80316,178.8125,0.125,4.9375
2011-04-18 01:48:00-04:00,280.51083,170.1875,0,4.9375
2011-04-18 01:49:00-04:00,278.94183,167.9375,0,4.9375
2011-04-18 01:50:00-04:00,278.208,166.3125,0.0625,4.875
2011-04-18 01:51:00-04:00,277.23566,165.625,0.125,4.75
2011-04-18 01:52:00-04:00,276.43967,164.13333,0,4.866667
2011-04-18 01:53:00-04:00,275.89117,163.8125,0.125,4.9375
2011-04-18 01:54:00-04:00,275.20984,162.3125,0.125,4.8125
2011-04-18 01:55:00-04:00,274.51416,162,0,4.7058825
2011-04-18 01:56:00-04:00,274.03867,161.4,0.06666667,4.8
2011-04-18 01:57:00-04:00,273.71234,160.875,0.125,4.875
2011-04-18 01:58:00-04:00,273.21484,160.125,0.0625,4.9375
2011-04-18 01:59:00-04:00,272.893,159.375,0.0625,5
2011-04-18 02:00:00-04:00,272.64233,159.3125,0,5
2011-04-18 02:01:00-04:00,272.3425,158.75,0,4.875
2011-04-18 02:02:00-04:00,271.8485,159.1875,0.0625,4.9375
2011-04-18 02:03:00-04:00,271.82,158.75,0,5
2011-04-18 02:04:00-04:00,271.63333,158.5625,0.0625,5
2011-04-18 02:05:00-04:00,271.59384,157.625,0.125,5
2011-04-18 02:06:00-04:00,180.2645,82.4375,0.0625,4.5
2011-04-18 02:07:00-04:00,38.597668,6.2,0.06666667,4.2
2011-04-18 02:08:00-04:00,38.612206,6.1875,0.125,4.0625
2011-04-18 02:09:00-04:00,38.713665,6.625,0.125,4.0625
2011-04-18 02:10:00-04:00,38.6735,6.75,0.0625,4.125
2011-04-18 02:11:00-04:00,38.54817,6.4375,0,4.375
2011-04-18 02:12:00-04:00,38.477333,6.4375,0.1875,4.1875
2011-04-18 02:13:00-04:00,38.5365,6.625,0.125,4.125
2011-04-18 02:14:00-04:00,38.572,6.375,0.125,4.0625
2011-04-18 02:15:00-04:00,38.563168,6.625,0.0625,4
2011-04-18 02:16:00-04:00,38.573166,6.375,0,4.125
2011-04-18 02:17:00-04:00,38.614,6.375,0.0625,4.125
2011-04-18 02:18:00-04:00,38.576168,6.625,0.0625,4.1875
2011-04-18 02:19:00-04:00,38.621166,6.733333,0,4.133333
2011-04-18 02:20:00-04:00,38.616333,6.5625,0,4.1875
2011-04-18 02:21:00-04:00,38.683,6.4375,0.0625,4.25
2011-04-18 02:22:00-04:00,38.584,6.5,0.0625,4.125
2011-04-18 02:23:00-04:00,38.63983,6.375,0.1875,4.0625
2011-04-18 02:24:00-04:00,38.627167,6.5625,0.1875,4
2011-04-18 02:25:00-04:00,38.641666,6.4375,0.1875,4
2011-04-18 02:26:00-04:00,38.6695,6.6,0.06666667,4.0666666
2011-04-18 02:27:00-04:00,38.6625,6.375,0.0625,4.1875
2011-04-18 02:28:00-04:00,38.585,6.3125,0,4
2011-04-18 02:29:00-04:00,38.647,6.5625,0.0625,4.125
2011-04-18 02:30:00-04:00,38.646,6.625,0.0625,4.0625
2011-04-18 02:31:00-04:00,38.652,6.8125,0,4.1875
2011-04-18 02:32:00-04:00,38.578667,6.375,0.0625,4.0625
2011-04-18 02:33:00-04:00,38.6345,6.3125,0.1875,4.25
2011-04-18 02:34:00-04:00,38.632,6.375,0.0625,4.375
2011-04-18 02:35:00-04:00,38.6135,6.5625,0.125,4.0625
2011-04-18 02:36:00-04:00,38.6225,6.8,0.13333334,4
2011-04-18 02:37:00-04:00,38.659668,6.5625,0.125,4.25
2011-04-18 02:38:00-04:00,178.37816,96.0625,0.0625,4.5
2011-04-18 02:39:00-04:00,288.00684,178.125,0.125,5
2011-04-18 02:40:00-04:00,281.53534,170.125,0.0625,4.9375
2011-04-18 02:41:00-04:00,279.92517,168.1875,0.125,5
2011-04-18 02:42:00-04:00,279.65115,167.3125,0.0625,4.9375
2011-04-18 02:43:00-04:00,278.856,166.625,0,4.9375
2011-04-18 02:44:00-04:00,277.858,165.375,0,4.875
2011-04-18 02:45:00-04:00,276.43274,164.07692,0.15384616,5
2011-04-18 02:46:00-04:00,275.80066,162.875,0.0625,5
2011-04-18 02:47:00-04:00,275.38766,162.26666,0,4.9333334
2011-04-18 02:48:00-04:00,275.02567,161.8125,0.125,4.9375
2011-04-18 02:49:00-04:00,274.8205,161.125,0,4.8125
2011-04-18 02:50:00-04:00,274.36017,160.8125,0.0625,5
2011-04-18 02:51:00-04:00,273.82098,160.25,0.0625,5
2011-04-18 02:52:00-04:00,273.31268,159.875,0,4.875
2011-04-18 02:53:00-04:00,273.11185,159.4375,0.125,4.9375
2011-04-18 02:54:00-04:00,272.8105,159.13333,0.13333334,4.9333334
2011-04-18 02:55:00-04:00,272.36084,158.9375,0.0625,4.8125
2011-04-18 02:56:00-04:00,271.84134,158.1875,0,4.875
2011-04-18 02:57:00-04:00,271.535,157.8125,0,4.9375
2011-04-18 02:58:00-04:00,104.425995,34.75,0.0625,4.3125
2011-04-18 02:59:00-04:00,38.5495,6.5625,0,4.3125
2011-04-18 03:00:00-04:00,38.554165,6.5882354,0.11764706,4.0588236
2011-04-18 03:01:00-04:00,38.592,6.625,0.0625,4.0625
2011-04-18 03:02:00-04:00,38.5475,6.375,0.25,4.125
2011-04-18 03:03:00-04:00,38.631332,6.6875,0.125,4.125
2011-04-18 03:04:00-04:00,38.633667,6.3125,0.125,4.1875
2011-04-18 03:05:00-04:00,38.587666,6.4375,0.125,4.25
2011-04-18 03:06:00-04:00,38.594666,6.625,0.0625,4.0625
2011-04-18 03:07:00-04:00,38.5775,6.5625,0.125,4.125
2011-04-18 03:08:00-04:00,38.513332,6.5625,0.0625,4.25
2011-04-18 03:09:00-04:00,38.596832,6.6875,0.1875,4.0625
2011-04-18 03:10:00-04:00,38.58967,6.625,0,4.25
2011-04-18 03:11:00-04:00,38.4895,6.125,0.1875,4.125
2011-04-18 03:12:00-04:00,38.435165,6.5625,0.0625,4.125
2011-04-18 03:13:00-04:00,38.49267,6.5,0.0625,4.125
2011-04-18 03:14:00-04:00,38.502167,6.5625,0.125,4.25
2011-04-18 03:15:00-04:00,38.517334,6.5625,0,4.25
2011-04-18 03:16:00-04:00,38.559002,6.25,0.125,4.5
2011-04-18 03:17:00-04:00,38.601665,6.1875,0.125,4.25
2011-04-18 03:18:00-04:00,38.5595,6.5,0.125,4.125
2011-04-18 03:19:00-04:00,38.628334,6.3125,0,4.375
2011-04-18 03:20:00-04:00,38.598835,6.875,0,4.0625
2011-04-18 03:21:00-04:00,38.6335,6.6875,0,4.125
2011-04-18 03:22:00-04:00,38.5645,6.5,0.0625,4.125
2011-04-18 03:23:00-04:00,38.629833,6.75,0.1875,4.0625
2011-04-18 03:24:00-04:00,38.665165,6.5625,0,4.125
2011-04-18 03:25:00-04:00,38.650833,6.5,0.0625,4.125
2011-04-18 03:26:00-04:00,38.66517,6.6875,0,4
2011-04-18 03:27:00-04:00,38.6915,6.25,0.0625,4.25
2011-04-18 03:28:00-04:00,38.626,6.375,0,4.1875
2011-04-18 03:29:00-04:00,38.685,6.5,0.0625,4.3125
2011-04-18 03:30:00-04:00,212.11884,128.875,0,4.75
2011-04-18 03:31:00-04:00,285.39584,174.625,0.0625,5
2011-04-18 03:32:00-04:00,280.14484,167.6875,0,5
2011-04-18 03:33:00-04:00,278.786,165.3125,0.125,4.9375
2011-04-18 03:34:00-04:00,277.5995,163.75,0,4.9375
2011-04-18 03:35:00-04:00,277.03967,163,0.0625,4.9375
2011-04-18 03:36:00-04:00,276.24115,162.625,0,5
2011-04-18 03:37:00-04:00,275.84818,162.1875,0.0625,5
2011-04-18 03:38:00-04:00,275.87515,161.5625,0.1875,5
2011-04-18 03:39:00-04:00,275.43668,160.8125,0.0625,5
2011-04-18 03:40:00-04:00,274.7725,160.625,0.125,4.875
2011-04-18 03:41:00-04:00,274.21115,159.1875,0.0625,5
2011-04-18 03:42:00-04:00,273.45566,158.9375,0.125,5
2011-04-18 03:43:00-04:00,273.15268,158.5625,0,5
2011-04-18 03:44:00-04:00,272.65884,158,0,5
2011-04-18 03:45:00-04:00,272.36658,158.11111,0.11111111,4.888889
2011-04-18 03:46:00-04:00,272.26965,157.5625,0,4.9375
2011-04-18 03:47:00-04:00,271.85367,156.6875,0,5
2011-04-18 03:48:00-04:00,271.72067,156.25,0.1875,5
2011-04-18 03:49:00-04:00,189.48283,99.8125,0.0625,4.6875
2011-04-18 03:50:00-04:00,38.674168,6.6875,0.125,4.125
2011-04-18 03:51:00-04:00,38.655666,6.6875,0,4.125
2011-04-18 03:52:00-04:00,38.601833,6.5625,0,4.0625
2011-04-18 03:53:00-04:00,38.66617,6.5625,0.125,4.1875
2011-04-18 03:54:00-04:00,38.65917,6.4375,0,4.125
2011-04-18 03:55:00-04:00,38.634335,6.375,0.0625,4.125
2011-04-18 03:56:00-04:00,38.6235,6.75,0,4.1875
2011-04-18 03:57:00-04:00,38.687332,6.625,0,4.3125
2011-04-18 03:58:00-04:00,38.634167,6.625,0,4.1875
2011-04-18 03:59:00-04:00,38.697,6.6875,0,4.1875
2011-04-18 04:00:00-04:00,38.649666,6.625,0.125,4.125
2011-04-18 04:01:00-04:00,38.6315,6.5625,0.0625,4.375
2011-04-18 04:02:00-04:00,38.57683,6.375,0,4
2011-04-18 04:03:00-04:00,38.663666,6.6875,0.125,4.0625
2011-04-18 04:04:00-04:00,38.656166,6.5,0.0625,4.3125
2011-04-18 04:05:00-04:00,38.634,6.5,0.125,4.0625
2011-04-18 04:06:00-04:00,38.650333,6.75,0,4.25
2011-04-18 04:07:00-04:00,38.64517,6.75,0,4.125
2011-04-18 04:08:00-04:00,38.6325,6.875,0.0625,4
2011-04-18 04:09:00-04:00,38.650166,6.8125,0.0625,4.125
2011-04-18 04:10:00-04:00,38.599335,6.4375,0.1875,4.125
2011-04-18 04:11:00-04:00,38.492832,6.5,0.0625,4
2011-04-18 04:12:00-04:00,38.394833,6.125,0.125,4.1875
2011-04-18 04:13:00-04:00,38.476166,6.4375,0.0625,4.1875
2011-04-18 04:14:00-04:00,38.491833,6.4,0,4.0666666
2011-04-18 04:15:00-04:00,38.461834,6.5882354,0.1764706,4.1764708
2011-04-18 04:16:00-04:00,38.505,6.6666665,0,4.0666666
